Timestamp,Date,Open,High,Low,Close,spyNOPE_All,spyNOPE_Bus
2020-03-25 09:31:00,3/25/2020,244.88,245.56,242.53,242.75,-0.004637096,-0.01472494
2020-03-25 09:32:00,3/25/2020,242.7873,245,242.63,243.45,0.008938435,0.02254697
2020-03-25 09:33:00,3/25/2020,243.45,245,243.39,244.38,0.020052607,0.043500633
2020-03-25 09:34:00,3/25/2020,244.37,246.1199,244.17,245.92,0.063803632,0.122020206
2020-03-25 09:35:00,3/25/2020,245.93,246.7,245.52,246.65,0.076781502,0.138217362
2020-03-25 09:36:00,3/25/2020,246.65,247.49,244.6014,247.16,0.073002109,0.120999909
2020-03-25 09:37:00,3/25/2020,247.16,248.32,246.92,248.29,0.09205713,0.144163559
2020-03-25 09:38:00,3/25/2020,248.29,248.47,247.58,248.13,0.091071303,0.133682564
2020-03-25 09:39:00,3/25/2020,248.13,248.65,247.72,248.65,0.101362108,0.14418309
2020-03-25 09:40:00,3/25/2020,248.64,249.225,243.9021,249.15,0.108827347,0.148504814
2020-03-25 09:41:00,3/25/2020,249.16,249.19,243.9021,249.06,0.095878344,0.123579345
2020-03-25 09:42:00,3/25/2020,249.06,249.1,243.9021,248.34,0.074702368,0.092889878
2020-03-25 09:43:00,3/25/2020,248.34,248.67,243.9021,248.5,0.076657402,0.093975818
2020-03-25 09:44:00,3/25/2020,248.5025,248.53,243.9021,247.94,0.058107538,0.070338316
2020-03-25 09:45:00,3/25/2020,247.939,248.07,243.9021,247.79,0.049483695,0.059249218
2020-03-25 09:46:00,3/25/2020,247.8,248.1403,243.9021,247.04,0.029624738,0.035202335
2020-03-25 09:47:00,3/25/2020,247.03,247.52,243.9021,246.4,0.008959548,0.010548264
2020-03-25 09:48:00,3/25/2020,246.4,246.71,243.9021,246.35,0.007572869,0.008867976
2020-03-25 09:49:00,3/25/2020,246.35,246.825,246.31,246.35,0.005845342,0.006826332
2020-03-25 09:50:00,3/25/2020,246.33,246.9545,246.11,246.23,0.001716247,0.001997908
2020-03-25 09:51:00,3/25/2020,246.22,246.71,243.9021,246.4,0.007064411,0.008197876
2020-03-25 09:52:00,3/25/2020,246.37,246.38,245.27,245.48,-0.009629527,-0.011137285
2020-03-25 09:53:00,3/25/2020,245.46,245.57,243.9021,244.96,-0.022145494,-0.025493466
2020-03-25 09:54:00,3/25/2020,244.94,244.95,243.62,243.74,-0.047510958,-0.054500624
2020-03-25 09:55:00,3/25/2020,243.72,243.84,243.08,243.45,-0.052190898,-0.05966666
2020-03-25 09:56:00,3/25/2020,243.43,245.6633,242.65,243.55,-0.047544912,-0.054163017
2020-03-25 09:57:00,3/25/2020,243.54,244.33,243.25,244.08,-0.03611972,-0.041014975
2020-03-25 09:58:00,3/25/2020,244.06,244.29,243.6102,243.82,-0.042094483,-0.047641907
2020-03-25 09:59:00,3/25/2020,243.83,243.94,242.83,242.86,-0.065429159,-0.073854408
2020-03-25 10:00:00,3/25/2020,242.85,242.92,242.21,242.51,-0.068160084,-0.076759452
2020-03-25 10:01:00,3/25/2020,242.51,243.9021,242.05,242.21,-0.072026401,-0.080876212
2020-03-25 10:02:00,3/25/2020,242.21,243.9021,242.07,242.9,-0.055751243,-0.062467818
2020-03-25 10:03:00,3/25/2020,242.88,242.9,241.4,241.86,-0.080159163,-0.089607892
2020-03-25 10:04:00,3/25/2020,241.86,243.9021,241.04,241.345,-0.093959884,-0.104826769
2020-03-25 10:05:00,3/25/2020,241.32,243.9021,241,241.55,-0.086349597,-0.096161096
2020-03-25 10:06:00,3/25/2020,241.55,243.9021,241.36,242.2728,-0.063669533,-0.070706781
2020-03-25 10:07:00,3/25/2020,242.28,242.82,241.8851,242.33,-0.061290651,-0.067944416
2020-03-25 10:08:00,3/25/2020,242.32,242.52,241.56,241.56,-0.078463151,-0.086855134
2020-03-25 10:09:00,3/25/2020,241.555,243.9021,241.48,241.65,-0.074177785,-0.081888979
2020-03-25 10:10:00,3/25/2020,241.65,243.9021,241.44,242.15,-0.060140481,-0.066295386
2020-03-25 10:11:00,3/25/2020,242.14,243.9021,241,241.26,-0.082889955,-0.091142507
2020-03-25 10:12:00,3/25/2020,241.25,243.9021,240.45,240.72,-0.098437147,-0.108041059
2020-03-25 10:13:00,3/25/2020,240.73,241.06,240,240.22,-0.10909609,-0.119558969
2020-03-25 10:14:00,3/25/2020,240.22,243.9021,239.81,240.19,-0.107010256,-0.116994866
2020-03-25 10:15:00,3/25/2020,240.19,243.9021,239.75,240.18,-0.168999582,-0.184375163
2020-03-25 10:16:00,3/25/2020,240.1976,241,240.17,240.71,-0.153035477,-0.166799506
2020-03-25 10:17:00,3/25/2020,240.73,243.9021,240.45,241.63,-0.124011213,-0.13502612
2020-03-25 10:18:00,3/25/2020,241.6101,241.62,240.77,241.13,-0.133743639,-0.14553893
2020-03-25 10:19:00,3/25/2020,241.12,243.9021,240.7,241.4,-0.123281796,-0.13399937
2020-03-25 10:20:00,3/25/2020,241.41,243.15,240.9416,241.26,-0.127689589,-0.138724949
2020-03-25 10:21:00,3/25/2020,241.25,243.15,240.94,241.26,-0.126683586,-0.137562619
2020-03-25 10:22:00,3/25/2020,241.25,242.13,240.89,241.95,-0.10698448,-0.116087278
2020-03-25 10:23:00,3/25/2020,241.94,242.44,241.79,242.12,-0.102080808,-0.110703413
2020-03-25 10:24:00,3/25/2020,242.11,242.47,241.6288,242.405,-0.140408883,-0.152213542
2020-03-25 10:25:00,3/25/2020,242.405,242.405,241.53,241.89,-0.153721033,-0.166562805
2020-03-25 10:26:00,3/25/2020,241.8656,242.07,241.34,241.35,-0.167610603,-0.181526169
2020-03-25 10:27:00,3/25/2020,241.35,241.375,240.77,241.2,-0.169547803,-0.183533553
2020-03-25 10:28:00,3/25/2020,241.195,241.5959,240.785,241.18,-0.167134577,-0.180854619
2020-03-25 10:29:00,3/25/2020,241.18,243.9021,240.87,241.99,-0.140157421,-0.151496966
2020-03-25 10:30:00,3/25/2020,241.99,242.34,241.4611,242.31,-0.131515185,-0.142081289
2020-03-25 10:31:00,3/25/2020,242.32,243.53,242.22,243.37,-0.09889197,-0.106741392
2020-03-25 10:32:00,3/25/2020,243.35,243.9021,243.05,243.1901,-0.102060474,-0.11008827
2020-03-25 10:33:00,3/25/2020,243.21,243.3,242.52,242.58,-0.116196034,-0.125285931
2020-03-25 10:34:00,3/25/2020,242.59,243.9021,242.17,242.52,-0.116574639,-0.12561689
2020-03-25 10:35:00,3/25/2020,242.52,243.9021,242.35,242.92,-0.104516842,-0.112565281
2020-03-25 10:36:00,3/25/2020,242.92,243.06,242.28,242.4299,-0.119715057,-0.128894065
2020-03-25 10:37:00,3/25/2020,242.42,243.9021,242.31,243.31,-0.092979988,-0.100051956
2020-03-25 10:38:00,3/25/2020,243.31,243.9021,243.27,243.5,-0.087379417,-0.093966798
2020-03-25 10:39:00,3/25/2020,243.5,243.8,242.803,243.7601,-0.080738783,-0.086798379
2020-03-25 10:40:00,3/25/2020,243.76,244.25,243.6,243.89,-0.076329348,-0.082016058
2020-03-25 10:41:00,3/25/2020,243.86,244.22,243.75,244.1224,-0.067929405,-0.072933017
2020-03-25 10:42:00,3/25/2020,244.1099,244.78,243.87,244.56,-0.053249209,-0.057128429
2020-03-25 10:43:00,3/25/2020,244.55,245.07,243.9021,244.5,-0.052457071,-0.05622681
2020-03-25 10:44:00,3/25/2020,244.5,244.55,244,244.05,-0.050693797,-0.054317508
2020-03-25 10:45:00,3/25/2020,244.05,244.332,243.27,244.05,-0.049027304,-0.052499235
2020-03-25 10:46:00,3/25/2020,244.04,244.49,243.9021,244.35,-0.039027874,-0.041772872
2020-03-25 10:47:00,3/25/2020,244.33,244.74,243.76,243.8,-0.056164163,-0.060084632
2020-03-25 10:48:00,3/25/2020,243.8,243.85,242.75,243.15,-0.075911375,-0.081163836
2020-03-25 10:49:00,3/25/2020,243.13,243.7762,242.69,242.96,-0.080171562,-0.085682081
2020-03-25 10:50:00,3/25/2020,242.98,243.9021,242.96,243.36,-0.065844445,-0.070323133
2020-03-25 10:51:00,3/25/2020,243.36,243.93,243.13,243.7498,-0.050808332,-0.054237301
2020-03-25 10:52:00,3/25/2020,243.73,244.45,243.63,244.26,-0.03417273,-0.036457869
2020-03-25 10:53:00,3/25/2020,244.26,244.55,243.5503,244.31,-0.031446766,-0.033542642
2020-03-25 10:54:00,3/25/2020,244.3,244.97,243.6205,244.36,-0.029123333,-0.031055838
2020-03-25 10:55:00,3/25/2020,244.37,244.5,243.64,243.81,-0.046630469,-0.049712532
2020-03-25 10:56:00,3/25/2020,243.84,244.23,243.39,244.0226,-0.039992697,-0.042618884
2020-03-25 10:57:00,3/25/2020,243.99,244.69,243.7,244.5,-0.025608368,-0.02727152
2020-03-25 10:58:00,3/25/2020,244.48,244.7,244.12,244.69,-0.017791232,-0.018940494
2020-03-25 10:59:00,3/25/2020,244.68,245.31,243.9021,245.14,-0.003616019,-0.003846955
2020-03-25 11:00:00,3/25/2020,245.13,245.74,243.9021,245.4,0.005184461,0.005511672
2020-03-25 11:01:00,3/25/2020,245.41,245.78,243.9021,245.52,0.008624234,0.009163926
2020-03-25 11:02:00,3/25/2020,245.52,245.7,245.05,245.3285,-0.029617865,-0.031463124
2020-03-25 11:03:00,3/25/2020,245.32,245.65,243.9021,245.04,-0.037813132,-0.040144998
2020-03-25 11:04:00,3/25/2020,245.04,245.14,243.9021,244.845,-0.043563144,-0.04623212
2020-03-25 11:05:00,3/25/2020,244.86,245.4482,244.82,245.41,-0.025076482,-0.026609028
2020-03-25 11:06:00,3/25/2020,245.4,245.75,245.2,245.4,-0.0224049,-0.023768604
2020-03-25 11:07:00,3/25/2020,245.4,246.1,245.33,246.07,0.00221961,0.002353966
2020-03-25 11:08:00,3/25/2020,246.06,246.2,243.9021,246.1001,0.002431654,0.002577502
2020-03-25 11:09:00,3/25/2020,246.13,246.6,243.9021,246.43,0.012874037,0.01364014
2020-03-25 11:10:00,3/25/2020,246.44,246.49,246.13,246.29,0.009689068,0.010263167
2020-03-25 11:11:00,3/25/2020,246.28,246.38,245.77,245.92,-4.52E-04,-4.79E-04
2020-03-25 11:12:00,3/25/2020,245.91,246.138,245.62,245.86,-0.002728157,-0.00288833
2020-03-25 11:13:00,3/25/2020,245.8599,246,243.9021,245.46,-0.014133602,-0.014958558
2020-03-25 11:14:00,3/25/2020,245.4871,245.78,243.9021,245.67,-0.006440736,-0.006814492
2020-03-25 11:15:00,3/25/2020,245.68,245.85,245.35,245.39,-0.01635715,-0.017304511
2020-03-25 11:16:00,3/25/2020,245.4,245.69,244.54,244.58,-0.044033487,-0.046576705
2020-03-25 11:17:00,3/25/2020,244.56,245.3616,243.9021,244.93,-0.028725401,-0.030374116
2020-03-25 11:18:00,3/25/2020,244.92,245.49,244.75,245.45,-0.013120481,-0.013871854
2020-03-25 11:19:00,3/25/2020,245.44,245.94,245.22,245.81,-0.001833974,-0.001938585
2020-03-25 11:20:00,3/25/2020,245.79,245.85,245.47,245.5,-0.011921113,-0.012599148
2020-03-25 11:21:00,3/25/2020,245.48,245.87,245.2693,245.45,-0.012403935,-0.013107378
2020-03-25 11:22:00,3/25/2020,245.48,245.54,243.9021,244.85,-0.03249034,-0.034323653
2020-03-25 11:23:00,3/25/2020,244.85,245.03,243.9021,245.01,-0.027509873,-0.029054218
2020-03-25 11:24:00,3/25/2020,244.99,245.2355,244.67,245.05,-0.02556726,-0.026999537
2020-03-25 11:25:00,3/25/2020,245.05,245.44,243.9021,245.225,-0.021031113,-0.022203392
2020-03-25 11:26:00,3/25/2020,245.21,246.19,245.04,246.19,0.010280274,0.010850958
2020-03-25 11:27:00,3/25/2020,246.19,246.71,243.9021,246.68,0.024130177,0.025461043
2020-03-25 11:28:00,3/25/2020,246.67,246.75,246.07,246.19,0.006786233,0.007159273
2020-03-25 11:29:00,3/25/2020,246.14,246.15,243.9021,245.41,-0.018411085,-0.019412545
2020-03-25 11:30:00,3/25/2020,245.39,245.9364,243.9021,245.39,-0.016296667,-0.017178462
2020-03-25 11:31:00,3/25/2020,245.39,245.923,244.86,245.67,-0.005188256,-0.005468321
2020-03-25 11:32:00,3/25/2020,245.675,246.0833,245.57,246.08,0.007544802,0.007950945
2020-03-25 11:33:00,3/25/2020,246.09,246.29,245.66,245.67,-0.003388218,-0.00357018
2020-03-25 11:34:00,3/25/2020,245.67,246.01,245.42,245.81,0.002912667,0.003068778
2020-03-25 11:35:00,3/25/2020,245.82,246.11,245.64,246.01,0.008116007,0.008550336
2020-03-25 11:36:00,3/25/2020,246.0027,246.0027,245.16,245.25,-0.012821393,-0.013506055
2020-03-25 11:37:00,3/25/2020,245.305,245.98,243.9021,245.98,0.011220337,0.011815295
2020-03-25 11:38:00,3/25/2020,245.99,246.52,245.97,246.1327,0.017145965,0.018051989
2020-03-25 11:39:00,3/25/2020,246.135,246.15,243.9021,245.3779,-0.001650616,-0.00173722
2020-03-25 11:40:00,3/25/2020,245.39,245.82,245.385,245.51,0.003664463,0.003856456
2020-03-25 11:41:00,3/25/2020,245.53,245.92,243.9021,245.135,-0.008844248,-0.009305414
2020-03-25 11:42:00,3/25/2020,245.15,245.45,243.9021,245.4,7.00E-04,7.36E-04
2020-03-25 11:43:00,3/25/2020,245.42,245.68,245.28,245.57,0.005968236,0.006277454
2020-03-25 11:44:00,3/25/2020,245.57,245.8,245.15,245.19,-0.005332797,-0.005608727
2020-03-25 11:45:00,3/25/2020,245.2299,245.3404,244.63,245.12,-0.007454686,-0.007838218
2020-03-25 11:46:00,3/25/2020,245.13,245.1982,244.73,245.03,-0.010362475,-0.010893339
2020-03-25 11:47:00,3/25/2020,245.02,245.0443,244.45,244.72,-0.02124586,-0.022332315
2020-03-25 11:48:00,3/25/2020,244.7,245.14,243.9021,244.97,-0.012520662,-0.013158015
2020-03-25 11:49:00,3/25/2020,244.99,245.95,244.99,245.68,0.010933373,0.0114884
2020-03-25 11:50:00,3/25/2020,245.68,246.16,245.1227,245.79,0.014728859,0.015475159
2020-03-25 11:51:00,3/25/2020,245.79,246.14,245.1967,245.685,0.011224765,0.011792482
2020-03-25 11:52:00,3/25/2020,245.69,246.08,245.4987,245.75,0.01374128,0.014434982
2020-03-25 11:53:00,3/25/2020,245.77,246.02,243.9021,245.837,0.016041297,0.016847837
2020-03-25 11:54:00,3/25/2020,245.83,245.96,245.29,245.3,-0.00213294,-0.002239996
2020-03-25 11:55:00,3/25/2020,245.3,245.7066,245.08,245.31,-0.00168519,-0.001769625
2020-03-25 11:56:00,3/25/2020,245.32,245.5,244.88,245.48,0.004450108,0.004672627
2020-03-25 11:57:00,3/25/2020,245.5,246,245.279,245.8299,0.01605846,0.016859744
2020-03-25 11:58:00,3/25/2020,245.83,246.09,245.5402,245.9281,0.018717198,0.019649535
2020-03-25 11:59:00,3/25/2020,245.92,246.05,243.9021,245.9,0.01867162,0.019598192
2020-03-25 12:00:00,3/25/2020,245.9,245.97,245.58,245.84,0.015016365,0.015760859
2020-03-25 12:01:00,3/25/2020,245.83,246.35,245.71,246.08,0.022584694,0.023702236
2020-03-25 12:02:00,3/25/2020,246.08,247.02,246.0465,246.82,0.047310995,0.049640498
2020-03-25 12:03:00,3/25/2020,246.83,246.95,243.9021,246.92,0.049676168,0.052110207
2020-03-25 12:04:00,3/25/2020,246.94,247.3499,246.4252,247.3499,0.063252987,0.066343353
2020-03-25 12:05:00,3/25/2020,247.345,247.76,246.4259,247.68,0.072263557,0.075780845
2020-03-25 12:06:00,3/25/2020,247.67,247.94,247.5,247.6401,0.072351137,0.075863362
2020-03-25 12:07:00,3/25/2020,247.65,247.73,243.9021,247.3456,0.06164046,0.064610355
2020-03-25 12:08:00,3/25/2020,247.36,247.72,247.24,247.65,0.071288814,0.074715452
2020-03-25 12:09:00,3/25/2020,247.65,247.66,247.31,247.4,0.063813692,0.066876371
2020-03-25 12:10:00,3/25/2020,247.41,247.64,247.19,247.21,0.055815429,0.058489889
2020-03-25 12:11:00,3/25/2020,247.21,247.5028,243.9021,247.345,0.059829385,0.06267691
2020-03-25 12:12:00,3/25/2020,247.33,247.58,243.9021,247.4,0.062192576,0.065134656
2020-03-25 12:13:00,3/25/2020,247.4132,247.75,247.24,247.45,0.056961054,0.059647943
2020-03-25 12:14:00,3/25/2020,247.45,247.665,247.27,247.66,0.06361328,0.066608855
2020-03-25 12:15:00,3/25/2020,247.65,247.93,247.45,247.9,0.071075313,0.074413477
2020-03-25 12:16:00,3/25/2020,247.9,248.4712,247.572,248.35,0.086206892,0.090237559
2020-03-25 12:17:00,3/25/2020,248.37,248.665,247.7867,248.65,0.095316203,0.099758276
2020-03-25 12:18:00,3/25/2020,248.63,248.8,243.9021,248.7599,0.098647116,0.103225927
2020-03-25 12:19:00,3/25/2020,248.755,248.76,248.168,248.5,0.090158711,0.094335185
2020-03-25 12:20:00,3/25/2020,248.51,248.755,248.37,248.38,0.086985516,0.091006271
2020-03-25 12:21:00,3/25/2020,248.37,248.75,248.36,248.67,0.097266056,0.101751847
2020-03-25 12:22:00,3/25/2020,248.69,248.86,248.43,248.73,0.097738788,0.102236632
2020-03-25 12:23:00,3/25/2020,248.71,249.34,248.6015,249.1699,0.112625607,0.11778898
2020-03-25 12:24:00,3/25/2020,249.17,249.24,248.8198,249.03,0.10934158,0.114344093
2020-03-25 12:25:00,3/25/2020,249.07,249.6186,248.8286,249.6015,0.127663683,0.133488497
2020-03-25 12:26:00,3/25/2020,249.61,249.7,248.9,249.69,0.130233779,0.136154857
2020-03-25 12:27:00,3/25/2020,249.69,249.89,249.59,249.7301,0.132057928,0.138043937
2020-03-25 12:28:00,3/25/2020,249.74,249.88,249.51,249.85,0.135619947,0.141749745
2020-03-25 12:29:00,3/25/2020,249.8699,250.28,243.9021,250.2465,0.146737505,0.153315608
2020-03-25 12:30:00,3/25/2020,250.25,250.26,249.7302,249.74,0.130097853,0.135907159
2020-03-25 12:31:00,3/25/2020,249.74,249.8614,243.9021,249.52,0.121629849,0.12703138
2020-03-25 12:32:00,3/25/2020,249.53,249.7474,243.9021,249.08,0.105176158,0.109795679
2020-03-25 12:33:00,3/25/2020,249.05,249.6755,248.93,249.32,0.114256691,0.119266259
2020-03-25 12:34:00,3/25/2020,249.31,249.9297,249.12,249.87,0.131499224,0.137251368
2020-03-25 12:35:00,3/25/2020,249.86,250.38,249.81,250.38,0.146881438,0.153261998
2020-03-25 12:36:00,3/25/2020,250.38,250.38,249.76,249.94,0.132246637,0.137970036
2020-03-25 12:37:00,3/25/2020,249.95,250.01,249.5,249.83,0.127920523,0.133433973
2020-03-25 12:38:00,3/25/2020,249.85,250.36,249.795,250.36,0.145664914,0.151912731
2020-03-25 12:39:00,3/25/2020,250.36,251.05,250.342,250.96,0.168076992,0.175240073
2020-03-25 12:40:00,3/25/2020,250.96,251.25,250.4477,251.189,0.174318211,0.18169938
2020-03-25 12:41:00,3/25/2020,251.19,251.19,250.68,250.87,0.165825667,0.172827443
2020-03-25 12:42:00,3/25/2020,250.89,251.27,250.7,251.21,0.176833796,0.184273304
2020-03-25 12:43:00,3/25/2020,251.229,251.33,250.94,251.05,0.170133109,0.177265174
2020-03-25 12:44:00,3/25/2020,251.04,251.29,250.94,251.17,0.172761488,0.179987356
2020-03-25 12:45:00,3/25/2020,251.17,251.38,250.93,251.285,0.175859613,0.183183569
2020-03-25 12:46:00,3/25/2020,251.285,251.94,243.9021,251.59,0.185205751,0.192863657
2020-03-25 12:47:00,3/25/2020,251.6138,252,243.9021,251.955,0.194830998,0.202826316
2020-03-25 12:48:00,3/25/2020,251.955,252.11,251.62,251.785,0.189751095,0.19750618
2020-03-25 12:49:00,3/25/2020,251.8,252.11,243.9021,251.42,0.173788443,0.180823493
2020-03-25 12:50:00,3/25/2020,251.42,251.86,243.9021,251.4677,0.175305748,0.182371789
