entry_nope,exit_nope,window,stop_loss_nope,success_rate,total_trades, total_PNL , mean_of_returns , standard_deviation , average_hold_time ,median_hold_time,day,dayNum
80,70,10,1000,100.0%,2, 2.15 , 1.07 , 0.63 , 15.00 ,15,Tuesday, 2 
85,75,10,1000,100.0%,2, 1.75 , 0.88 , 0.91 , 10.00 ,10,Tuesday, 2 
90,80,10,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
80,65,15,1000,100.0%,2, 2.15 , 1.07 , 0.63 , 15.00 ,15,Tuesday, 2 
85,70,15,1000,100.0%,2, 2.15 , 1.07 , 0.63 , 15.00 ,15,Tuesday, 2 
90,75,15,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
80,60,20,1000,100.0%,2, 2.15 , 1.07 , 0.63 , 15.00 ,15,Tuesday, 2 
85,65,20,1000,100.0%,2, 2.15 , 1.07 , 0.63 , 15.00 ,15,Tuesday, 2 
90,70,20,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
90,70,20,1000,100.0%,7, 1.54 , 0.22 , 0.33 , 82.86 ,65,Thursday, 4 
80,55,25,1000,100.0%,2, 2.15 , 1.07 , 0.63 , 15.00 ,15,Tuesday, 2 
85,60,25,1000,100.0%,2, 2.15 , 1.07 , 0.63 , 15.00 ,15,Tuesday, 2 
90,65,25,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
90,65,25,1000,100.0%,7, 1.97 , 0.28 , 0.49 , 90.00 ,65,Thursday, 4 
95,70,25,1000,100.0%,6, 1.79 , 0.30 , 0.32 , 95.00 ,65,Thursday, 4 
80,50,30,1000,100.0%,2, 2.34 , 1.17 , 0.49 , 17.50 ,17.5,Tuesday, 2 
85,55,30,1000,100.0%,2, 2.15 , 1.07 , 0.63 , 15.00 ,15,Tuesday, 2 
90,60,30,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
95,65,30,1000,100.0%,6, 2.22 , 0.37 , 0.49 , 103.33 ,65,Thursday, 4 
80,45,35,1000,100.0%,2, 2.34 , 1.17 , 0.49 , 17.50 ,17.5,Tuesday, 2 
85,50,35,1000,100.0%,2, 2.34 , 1.17 , 0.49 , 17.50 ,17.5,Tuesday, 2 
90,55,35,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
80,40,40,1000,100.0%,2, 2.34 , 1.17 , 0.49 , 17.50 ,17.5,Tuesday, 2 
85,45,40,1000,100.0%,2, 2.34 , 1.17 , 0.49 , 17.50 ,17.5,Tuesday, 2 
90,50,40,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
80,35,45,1000,100.0%,2, 2.45 , 1.22 , 0.42 , 85.00 ,85,Tuesday, 2 
85,40,45,1000,100.0%,2, 2.34 , 1.17 , 0.49 , 17.50 ,17.5,Tuesday, 2 
90,45,45,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
80,30,50,1000,100.0%,2, 2.45 , 1.22 , 0.42 , 85.00 ,85,Tuesday, 2 
85,35,50,1000,100.0%,2, 2.45 , 1.22 , 0.42 , 85.00 ,85,Tuesday, 2 
90,40,50,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
80,25,55,1000,100.0%,2, 2.48 , 1.24 , 0.40 , 90.00 ,90,Tuesday, 2 
85,30,55,1000,100.0%,2, 2.45 , 1.22 , 0.42 , 85.00 ,85,Tuesday, 2 
90,35,55,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
80,20,60,1000,100.0%,2, 2.67 , 1.33 , 0.26 , 100.00 ,100,Tuesday, 2 
85,25,60,1000,100.0%,2, 2.48 , 1.24 , 0.40 , 90.00 ,90,Tuesday, 2 
90,30,60,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
80,15,65,1000,100.0%,2, 2.67 , 1.33 , 0.26 , 100.00 ,100,Tuesday, 2 
85,20,65,1000,100.0%,2, 2.67 , 1.33 , 0.26 , 100.00 ,100,Tuesday, 2 
90,25,65,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
80,10,70,1000,100.0%,2, 2.86 , 1.43 , 0.13 , 120.00 ,120,Tuesday, 2 
85,15,70,1000,100.0%,2, 2.67 , 1.33 , 0.26 , 100.00 ,100,Tuesday, 2 
90,20,70,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
80,5,75,1000,100.0%,2, 2.86 , 1.43 , 0.13 , 120.00 ,120,Tuesday, 2 
85,10,75,1000,100.0%,2, 2.86 , 1.43 , 0.13 , 120.00 ,120,Tuesday, 2 
90,15,75,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
80,0,80,1000,100.0%,2, 2.94 , 1.47 , 0.07 , 122.50 ,122.5,Tuesday, 2 
85,5,80,1000,100.0%,2, 2.86 , 1.43 , 0.13 , 120.00 ,120,Tuesday, 2 
90,10,80,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
85,0,85,1000,100.0%,2, 2.94 , 1.47 , 0.07 , 122.50 ,122.5,Tuesday, 2 
90,5,85,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
90,0,90,1000,100.0%,1, 1.52 , 1.52 , NaN , 5.00 ,5,Tuesday, 2 
65,55,10,1000,88.2%,17, 6.13 , 0.36 , 0.27 , 24.71 ,25,Tuesday, 2 
90,75,15,1000,87.5%,8, 1.45 , 0.18 , 0.34 , 71.25 ,40,Thursday, 4 
20,10,10,1000,86.9%,61, 25.45 , 0.42 , 0.91 , 70.74 ,40,Tuesday, 2 
65,50,15,1000,86.7%,15, 5.19 , 0.35 , 0.28 , 35.67 ,35,Tuesday, 2 
45,35,10,1000,85.7%,28, 7.29 , 0.26 , 0.51 , 55.18 ,35,Tuesday, 2 
65,45,20,1000,85.7%,14, 5.06 , 0.36 , 0.31 , 41.79 ,37.5,Tuesday, 2 
95,75,20,1000,85.7%,7, 1.70 , 0.24 , 0.35 , 80.00 ,45,Thursday, 4 
90,60,30,1000,85.7%,7, 1.85 , 0.26 , 0.69 , 92.86 ,70,Thursday, 4 
90,55,35,1000,85.7%,7, 2.28 , 0.33 , 0.70 , 94.29 ,70,Thursday, 4 
60,50,10,1000,84.2%,19, 7.09 , 0.37 , 0.40 , 31.32 ,30,Tuesday, 2 
75,65,10,1000,83.3%,6, 1.68 , 0.28 , 0.32 , 15.83 ,15,Tuesday, 2 
60,45,15,1000,83.3%,18, 7.08 , 0.39 , 0.42 , 36.39 ,30,Tuesday, 2 
75,60,15,1000,83.3%,6, 2.63 , 0.44 , 0.41 , 19.17 ,20,Tuesday, 2 
75,55,20,1000,83.3%,6, 2.87 , 0.48 , 0.41 , 20.00 ,22.5,Tuesday, 2 
60,35,25,1000,83.3%,12, 6.99 , 0.58 , 0.53 , 72.08 ,50,Tuesday, 2 
65,40,25,1000,83.3%,12, 5.02 , 0.42 , 0.37 , 57.92 ,50,Tuesday, 2 
75,50,25,1000,83.3%,6, 2.96 , 0.49 , 0.43 , 29.17 ,25,Tuesday, 2 
60,30,30,1000,83.3%,12, 7.22 , 0.60 , 0.54 , 74.17 ,50,Tuesday, 2 
75,45,30,1000,83.3%,6, 3.06 , 0.51 , 0.45 , 30.83 ,27.5,Tuesday, 2 
75,40,35,1000,83.3%,6, 3.27 , 0.54 , 0.48 , 38.33 ,40,Tuesday, 2 
95,60,35,1000,83.3%,6, 2.10 , 0.35 , 0.69 , 106.67 ,72.5,Thursday, 4 
75,35,40,1000,83.3%,6, 4.55 , 0.76 , 0.55 , 62.50 ,50,Tuesday, 2 
95,55,40,1000,83.3%,6, 2.53 , 0.42 , 0.69 , 108.33 ,72.5,Thursday, 4 
75,30,45,1000,83.3%,6, 4.78 , 0.80 , 0.59 , 66.67 ,62.5,Tuesday, 2 
75,25,50,1000,83.3%,6, 5.11 , 0.85 , 0.59 , 69.17 ,65,Tuesday, 2 
75,20,55,1000,83.3%,6, 5.92 , 0.99 , 0.66 , 75.00 ,65,Tuesday, 2 
75,15,60,1000,83.3%,6, 8.89 , 1.48 , 1.26 , 79.17 ,70,Tuesday, 2 
75,10,65,1000,83.3%,6, 9.34 , 1.56 , 1.24 , 86.67 ,72.5,Tuesday, 2 
75,5,70,1000,83.3%,6, 9.34 , 1.56 , 1.24 , 86.67 ,72.5,Tuesday, 2 
75,0,75,1000,83.3%,6, 9.42 , 1.57 , 1.23 , 87.50 ,72.5,Tuesday, 2 
20,5,15,1000,83.1%,59, 28.49 , 0.48 , 0.98 , 77.20 ,45,Tuesday, 2 
10,0,10,1000,82.8%,87, 37.83 , 0.43 , 1.09 , 77.01 ,55,Tuesday, 2 
55,45,10,1000,82.6%,23, 6.04 , 0.26 , 0.42 , 37.39 ,35,Tuesday, 2 
15,5,10,1000,82.4%,74, 29.50 , 0.40 , 1.06 , 72.64 ,45,Tuesday, 2 
65,55,10,1000,82.4%,17, 3.43 , 0.20 , 0.70 , 69.12 ,25,Thursday, 4 
65,45,20,1000,82.4%,34, 6.99 , 0.21 , 0.68 , 70.44 ,32.5,Wednesday, 3 
80,25,55,1000,82.4%,17, 4.91 , 0.29 , 0.99 , 119.12 ,95,Wednesday, 3 
80,20,60,1000,82.4%,17, 5.31 , 0.31 , 1.02 , 120.88 ,95,Wednesday, 3 
80,15,65,1000,82.4%,17, 6.24 , 0.37 , 1.06 , 121.76 ,95,Wednesday, 3 
20,0,20,1000,82.1%,56, 31.92 , 0.57 , 1.07 , 88.84 ,60,Tuesday, 2 
65,25,40,1000,82.1%,28, 8.71 , 0.31 , 0.85 , 106.61 ,75,Wednesday, 3 
65,20,45,1000,82.1%,28, 9.62 , 0.34 , 0.87 , 108.21 ,80,Wednesday, 3 
65,15,50,1000,82.1%,28, 11.91 , 0.43 , 0.93 , 111.25 ,90,Wednesday, 3 
25,15,10,1000,81.8%,44, 16.67 , 0.38 , 1.05 , 73.07 ,35,Tuesday, 2 
70,55,15,1000,81.8%,11, 4.50 , 0.41 , 0.31 , 28.64 ,30,Tuesday, 2 
65,40,25,1000,81.8%,33, 8.66 , 0.26 , 0.74 , 74.39 ,35,Wednesday, 3 
60,25,35,1000,81.8%,11, 6.83 , 0.62 , 0.56 , 85.00 ,40,Tuesday, 2 
70,60,10,1000,81.3%,16, 1.53 , 0.10 , 0.62 , 68.75 ,20,Thursday, 4 
70,55,15,1000,81.3%,16, 2.97 , 0.19 , 0.69 , 70.63 ,25,Thursday, 4 
60,20,40,1000,81.3%,32, 9.54 , 0.30 , 0.90 , 105.31 ,75,Wednesday, 3 
60,15,45,1000,81.3%,32, 12.09 , 0.38 , 0.95 , 109.84 ,85,Wednesday, 3 
80,10,70,1000,81.3%,16, 5.64 , 0.35 , 1.15 , 136.56 ,117.5,Wednesday, 3 
80,5,75,1000,81.3%,16, 5.81 , 0.36 , 1.16 , 137.19 ,117.5,Wednesday, 3 
80,0,80,1000,81.3%,16, 5.81 , 0.36 , 1.16 , 137.19 ,117.5,Wednesday, 3 
60,35,25,1000,81.1%,37, 8.85 , 0.24 , 0.75 , 76.62 ,45,Wednesday, 3 
65,55,10,1000,81.0%,42, 6.63 , 0.16 , 0.61 , 50.83 ,22.5,Wednesday, 3 
50,35,15,1000,81.0%,21, 5.93 , 0.28 , 0.60 , 59.52 ,35,Tuesday, 2 
15,0,15,1000,80.9%,68, 33.31 , 0.49 , 1.20 , 87.28 ,65,Tuesday, 2 
50,35,15,1000,80.9%,47, 4.59 , 0.10 , 0.75 , 68.94 ,30,Monday, 1 
65,35,30,1000,80.6%,31, 9.09 , 0.29 , 0.77 , 83.06 ,50,Wednesday, 3 
30,15,15,1000,80.6%,36, 15.50 , 0.43 , 1.11 , 81.94 ,50,Tuesday, 2 
65,50,15,1000,80.6%,36, 6.72 , 0.19 , 0.66 , 63.47 ,30,Wednesday, 3 
75,65,10,1000,80.0%,30, 3.05 , 0.10 , 0.51 , 43.00 ,27.5,Monday, 1 
50,40,10,1000,80.0%,25, 5.52 , 0.22 , 0.46 , 46.40 ,30,Tuesday, 2 
70,55,15,1000,80.0%,35, 6.33 , 0.18 , 0.66 , 55.86 ,25,Wednesday, 3 
65,50,15,1000,80.0%,15, 3.65 , 0.24 , 0.77 , 82.00 ,35,Thursday, 4 
50,30,20,1000,80.0%,20, 5.95 , 0.30 , 0.62 , 66.25 ,50,Tuesday, 2 
55,35,20,1000,80.0%,15, 5.19 , 0.35 , 0.58 , 71.00 ,55,Tuesday, 2 
70,50,20,1000,80.0%,10, 3.85 , 0.38 , 0.33 , 40.50 ,32.5,Tuesday, 2 
70,45,25,1000,80.0%,10, 4.36 , 0.44 , 0.36 , 42.00 ,37.5,Tuesday, 2 
65,35,30,1000,80.0%,10, 5.69 , 0.57 , 0.50 , 80.00 ,60,Tuesday, 2 
70,40,30,1000,80.0%,10, 4.75 , 0.47 , 0.38 , 53.00 ,47.5,Tuesday, 2 
65,30,35,1000,80.0%,10, 5.92 , 0.59 , 0.52 , 82.50 ,62.5,Tuesday, 2 
55,15,40,1000,80.0%,35, 11.82 , 0.34 , 0.96 , 105.71 ,80,Wednesday, 3 
60,50,10,1000,79.5%,44, 6.33 , 0.14 , 0.64 , 56.93 ,30,Wednesday, 3 
70,45,25,1000,79.3%,29, 7.06 , 0.24 , 0.74 , 74.48 ,35,Wednesday, 3 
65,30,35,1000,79.3%,29, 8.18 , 0.28 , 0.81 , 100.69 ,60,Wednesday, 3 
45,30,15,1000,79.2%,24, 5.08 , 0.21 , 0.60 , 69.79 ,52.5,Tuesday, 2 
80,65,15,1000,79.2%,24, 2.09 , 0.09 , 0.72 , 64.58 ,22.5,Wednesday, 3 
70,25,45,1000,79.2%,24, 8.45 , 0.35 , 0.92 , 103.54 ,70,Wednesday, 3 
70,20,50,1000,79.2%,24, 9.19 , 0.38 , 0.94 , 105.00 ,77.5,Wednesday, 3 
70,15,55,1000,79.2%,24, 11.39 , 0.47 , 1.02 , 106.25 ,82.5,Wednesday, 3 
25,10,15,1000,78.9%,38, 15.53 , 0.41 , 1.14 , 91.97 ,52.5,Tuesday, 2 
50,25,25,1000,78.9%,19, 5.66 , 0.30 , 0.63 , 72.11 ,45,Tuesday, 2 
50,20,30,1000,78.9%,19, 7.18 , 0.38 , 0.77 , 80.79 ,60,Tuesday, 2 
50,15,35,1000,78.9%,19, 14.61 , 0.77 , 1.40 , 83.68 ,60,Tuesday, 2 
50,40,10,1000,78.8%,52, 3.37 , 0.06 , 0.67 , 57.79 ,27.5,Monday, 1 
75,65,10,1000,78.8%,33, 3.26 , 0.10 , 0.63 , 50.91 ,15,Wednesday, 3 
35,25,10,1000,78.8%,33, 6.64 , 0.20 , 0.69 , 75.00 ,50,Thursday, 4 
60,40,20,1000,78.6%,14, 6.07 , 0.43 , 0.51 , 54.29 ,47.5,Tuesday, 2 
55,35,20,1000,78.6%,42, 7.78 , 0.19 , 0.76 , 74.29 ,45,Wednesday, 3 
65,45,20,1000,78.6%,14, 3.00 , 0.21 , 0.68 , 92.50 ,42.5,Thursday, 4 
70,50,20,1000,78.6%,14, 3.19 , 0.23 , 0.76 , 84.64 ,37.5,Thursday, 4 
55,30,25,1000,78.6%,14, 4.51 , 0.32 , 0.59 , 81.07 ,65,Tuesday, 2 
70,40,30,1000,78.6%,28, 8.68 , 0.31 , 0.81 , 78.93 ,37.5,Wednesday, 3 
85,45,40,1000,78.6%,14, 0.52 , 0.04 , 0.87 , 121.43 ,87.5,Wednesday, 3 
85,40,45,1000,78.6%,14, 0.77 , 0.06 , 0.88 , 124.64 ,92.5,Wednesday, 3 
85,35,50,1000,78.6%,14, 1.74 , 0.12 , 0.93 , 126.43 ,92.5,Wednesday, 3 
85,30,55,1000,78.6%,14, 2.05 , 0.15 , 0.94 , 129.29 ,95,Wednesday, 3 
85,25,60,1000,78.6%,14, 2.16 , 0.15 , 0.95 , 129.64 ,95,Wednesday, 3 
85,20,65,1000,78.6%,14, 2.95 , 0.21 , 1.00 , 131.43 ,95,Wednesday, 3 
85,15,70,1000,78.6%,14, 3.88 , 0.28 , 1.06 , 132.50 ,95,Wednesday, 3 
50,35,15,1000,78.4%,51, 7.86 , 0.15 , 0.70 , 67.65 ,35,Wednesday, 3 
30,10,20,1000,78.1%,32, 14.63 , 0.46 , 1.20 , 103.91 ,70,Tuesday, 2 
60,25,35,1000,78.1%,32, 8.15 , 0.25 , 0.88 , 103.28 ,67.5,Wednesday, 3 
90,80,10,1000,77.8%,18, 1.05 , 0.06 , 0.32 , 32.50 ,15,Monday, 1 
75,60,15,1000,77.8%,27, 3.67 , 0.14 , 0.63 , 50.56 ,35,Monday, 1 
55,40,15,1000,77.8%,18, 4.96 , 0.28 , 0.49 , 53.61 ,42.5,Tuesday, 2 
70,35,35,1000,77.8%,9, 5.41 , 0.60 , 0.48 , 70.56 ,55,Tuesday, 2 
80,45,35,1000,77.8%,18, 3.19 , 0.18 , 0.86 , 103.33 ,62.5,Wednesday, 3 
65,25,40,1000,77.8%,9, 5.47 , 0.61 , 0.54 , 96.67 ,70,Tuesday, 2 
70,30,40,1000,77.8%,9, 5.64 , 0.63 , 0.50 , 73.33 ,55,Tuesday, 2 
80,40,40,1000,77.8%,18, 3.82 , 0.21 , 0.89 , 106.11 ,65,Wednesday, 3 
70,50,20,1000,77.4%,31, 6.90 , 0.22 , 0.72 , 66.77 ,30,Wednesday, 3 
30,5,25,1000,77.4%,31, 14.77 , 0.48 , 1.22 , 110.00 ,80,Tuesday, 2 
75,25,50,1000,77.3%,22, 8.14 , 0.37 , 0.96 , 107.50 ,90,Wednesday, 3 
75,20,55,1000,77.3%,22, 8.54 , 0.39 , 0.98 , 108.86 ,90,Wednesday, 3 
75,15,60,1000,77.3%,22, 10.74 , 0.49 , 1.07 , 110.23 ,95,Wednesday, 3 
70,60,10,1000,77.1%,35, 5.45 , 0.16 , 0.65 , 54.71 ,20,Wednesday, 3 
55,20,35,1000,77.1%,35, 8.97 , 0.26 , 0.92 , 101.43 ,80,Wednesday, 3 
60,40,20,1000,76.9%,39, 7.94 , 0.20 , 0.72 , 69.49 ,35,Wednesday, 3 
35,10,25,1000,76.9%,26, 11.71 , 0.45 , 1.32 , 113.65 ,90,Tuesday, 2 
70,45,25,1000,76.9%,13, 2.61 , 0.20 , 0.70 , 95.77 ,50,Thursday, 4 
35,5,30,1000,76.9%,26, 12.41 , 0.48 , 1.32 , 117.88 ,95,Tuesday, 2 
55,25,30,1000,76.9%,13, 4.24 , 0.33 , 0.61 , 90.38 ,60,Tuesday, 2 
35,0,35,1000,76.9%,26, 12.90 , 0.50 , 1.33 , 121.73 ,95,Tuesday, 2 
70,35,35,1000,76.9%,26, 8.64 , 0.33 , 0.85 , 87.88 ,47.5,Wednesday, 3 
90,45,45,1000,76.9%,13, 0.27 , 0.02 , 0.88 , 122.69 ,90,Wednesday, 3 
90,40,50,1000,76.9%,13, 0.53 , 0.04 , 0.90 , 126.15 ,90,Wednesday, 3 
55,0,55,1000,76.9%,13, 12.26 , 0.94 , 1.57 , 128.46 ,80,Tuesday, 2 
90,35,55,1000,76.9%,13, 1.32 , 0.10 , 0.95 , 126.92 ,90,Wednesday, 3 
90,30,60,1000,76.9%,13, 1.63 , 0.13 , 0.96 , 130.00 ,90,Wednesday, 3 
90,25,65,1000,76.9%,13, 1.74 , 0.13 , 0.96 , 130.38 ,90,Wednesday, 3 
90,20,70,1000,76.9%,13, 1.87 , 0.14 , 0.97 , 131.15 ,90,Wednesday, 3 
85,10,75,1000,76.9%,13, 2.52 , 0.19 , 1.04 , 151.15 ,115,Wednesday, 3 
90,15,75,1000,76.9%,13, 2.80 , 0.22 , 1.04 , 132.31 ,90,Wednesday, 3 
85,5,80,1000,76.9%,13, 2.69 , 0.21 , 1.05 , 151.92 ,115,Wednesday, 3 
90,10,80,1000,76.9%,13, 2.92 , 0.22 , 1.04 , 145.77 ,115,Wednesday, 3 
85,0,85,1000,76.9%,13, 2.69 , 0.21 , 1.05 , 151.92 ,115,Wednesday, 3 
90,5,85,1000,76.9%,13, 3.09 , 0.24 , 1.05 , 146.54 ,115,Wednesday, 3 
90,0,90,1000,76.9%,13, 3.09 , 0.24 , 1.05 , 146.54 ,115,Wednesday, 3 
40,30,10,1000,76.7%,30, 5.83 , 0.19 , 0.65 , 73.83 ,50,Thursday, 4 
65,55,10,1000,76.7%,30, (0.15), (0.01), 0.67 , 47.50 ,20,Friday, 5 
30,0,30,1000,76.7%,30, 15.35 , 0.51 , 1.25 , 117.00 ,87.5,Tuesday, 2 
90,65,25,1000,76.5%,17, 2.30 , 0.14 , 0.42 , 50.00 ,40,Monday, 1 
60,30,30,1000,76.5%,34, 8.30 , 0.24 , 0.83 , 95.00 ,52.5,Wednesday, 3 
60,30,30,1000,76.5%,17, 5.15 , 0.30 , 0.68 , 93.82 ,60,Thursday, 4 
80,35,45,1000,76.5%,17, 3.98 , 0.23 , 0.94 , 115.88 ,95,Wednesday, 3 
80,30,50,1000,76.5%,17, 4.29 , 0.25 , 0.95 , 118.24 ,95,Wednesday, 3 
80,60,20,1000,76.2%,21, 2.30 , 0.11 , 0.77 , 77.38 ,30,Wednesday, 3 
80,55,25,1000,76.2%,21, 2.38 , 0.11 , 0.77 , 77.86 ,35,Wednesday, 3 
55,30,25,1000,76.2%,21, 5.25 , 0.25 , 0.64 , 84.52 ,50,Thursday, 4 
70,10,60,1000,76.2%,21, 8.67 , 0.41 , 1.11 , 126.43 ,120,Wednesday, 3 
70,5,65,1000,76.2%,21, 8.84 , 0.42 , 1.11 , 126.90 ,120,Wednesday, 3 
70,0,70,1000,76.2%,21, 8.94 , 0.43 , 1.11 , 127.62 ,120,Wednesday, 3 
20,10,10,1000,76.1%,67, 14.37 , 0.21 , 0.64 , 65.67 ,40,Thursday, 4 
